,book_title,text,numerical
6902,hanging mary,susanhigginbotham historical historical hanging mary,1.402
6903,fall of poppies: stories of love and the great war,heatherwebb historical shortstories fall of poppies: stories of love and the great war,1.3845
6904,stormswept,helendunmore fantasy mythology stormswept,1.4045
6905,the swans of fifth avenue,melaniebenjamin historical fiction the swans of fifth avenue,1.1775
6906,the secret language of stones,m.j.rose historical fantasy the secret language of stones,1.256
6907,death comes to pemberley,p.d.james mystery fiction death comes to pemberley,0.9185000000000001
6908,darcy & elizabeth: nights and days at pemberley,lindaberdoll romance fiction darcy & elizabeth: nights and days at pemberley,1.033
6909,nerd in shining armor,vickilewisthompson romance romance nerd in shining armor,1.2189999999999999
6910,just for fins,teralynnchilds mythology fantasy just for fins,1.5215
6911,lead me on,victoriadahl romance romance lead me on,1.386
6912,duty and desire,pamelaaidan romance historical duty and desire,0.9810000000000001
6913,liberty for paul,rosegordon romance romance liberty for paul,1.49
6914,the last mermaid,shanaabe romance fantasy the last mermaid,1.275
6915,fish out of water,maryjanicedavidson fantasy romance fish out of water,1.3445
6916,evergreen,brendapandos mythology fantasy evergreen,1.5375
6917,lucy,kathrynlasky mythology fantasy lucy,1.4845
6918,waking storms,sarahporter mythology fantasy waking storms,1.2694999999999999
6919,the magic of ordinary days,annhowardcreel historical fiction the magic of ordinary days,1.4165
6920,ascension,karadalkey fantasy mythology ascension,1.4579999999999997
6921,unveiled,courtneymilan romance romance unveiled,1.4055
6922,the gun seller,hughlaurie fiction humor the gun seller,1.2309999999999999
6923,emily windsnap and the siren's secret,lizkessler fantasy mythology emily windsnap and the siren's secret,1.658
6924,drop dead demons,a.kirk fantasy youngadult drop dead demons,1.8810000000000002
6925,boy meets boy,davidlevithan youngadult lgbt boy meets boy,1.3765
6926,storm,brigidkemmerer fantasy fantasy storm,1.5895000000000001
6927,generation x: tales for an accelerated culture,douglascoupland fiction contemporary generation x: tales for an accelerated culture,1.212
6928,real mermaids don’t wear toe rings,heleneboudreau mythology fantasy real mermaids don’t wear toe rings,1.5065
6929,monstrous beauty,elizabethfama fantasy youngadult monstrous beauty,1.146
6930,the proposition,judithivory romance romance the proposition,1.3664999999999998
6931,firespell,chloeneill youngadult fantasy firespell,1.4340000000000002
6932,wild at heart,patriciagaffney romance romance wild at heart,1.357
6933,to the brink,cindygerard romance romance to the brink,1.7505000000000002
6934,my dearest enemy,conniebrockway romance historical my dearest enemy,1.346
6935,defiant,pamelaclare romance historical defiant,1.8835
6936,dying to please,lindahoward romance romance dying to please,1.4785
6937,tempest rising,tracydeebs mythology fantasy tempest rising,1.447
6938,warprize,elizabethvaughan fantasy romance warprize,1.547
6939,"the art of asking; or, how i learned to stop worrying and let people help","amandapalmer nonfiction autobiography the art of asking; or, how i learned to stop worrying and let people help",1.5579999999999998
6940,anything goes,johnbarrowman nonfiction biography anything goes,1.5910000000000002
6941,a lady awakened,ceciliagrant romance romance a lady awakened,1.2309999999999999
6942,you don't have to say you love me,sarramanning romance womensfiction you don't have to say you love me,1.4435
6943,تويا,أشرفالعشماوي novels romance تويا,1.6895000000000002
6944,beauty’s punishment,a.n.roquelaure adultfiction fiction beauty’s punishment,1.067
6945,lovely vicious,sarawolf youngadult romance lovely vicious,1.6625
6946,إحدى عشرة دقيقة,paulocoelho fiction romance إحدى عشرة دقيقة,1.2309999999999999
6947,his secondhand wife,cherylst.john romance romance his secondhand wife,1.4045
6948,"drink, slay, love","sarahbethdurst paranormal youngadult drink, slay, love",1.3445
6949,berrr's vow,lauranndohner romance sciencefiction berrr's vow,1.7464999999999997
6950,simple jess,pamelamorsi romance romance simple jess,1.512
6951,morning glory,lavyrlespencer romance romance morning glory,1.758
6952,his wicked ways,samanthajames romance historical his wicked ways,1.3495000000000001
6953,أحلام ممنوعة,نورعبدالمجيد novels social أحلام ممنوعة,1.1505
6954,the breakaway,michelled.argyle youngadult romance the breakaway,1.0375
6955,snow white sorrow,cameronjace fantasy youngadult snow white sorrow,1.4405000000000001
6956,العائد,حسنالجندي horror novels العائد,1.5180000000000002
6957,pestilence,laurathalassa romance fantasy pestilence,1.665
6958,john donne's poetry,johndonne poetry classics john donne's poetry,1.7285
6959,good in bed,jenniferweiner womensfiction fiction good in bed,1.2105000000000001
6960,a cold legacy,meganshepherd youngadult historical a cold legacy,1.3605
6961,all of the above,jamesdawson lgbt youngadult all of the above,1.4529999999999998
6962,cut both ways,carriemesrobian lgbt youngadult cut both ways,0.5845
6963,breakaway,biancasommerland erotica adultfiction breakaway,1.745
6964,sisterhood of dune,brianherbert sciencefiction fiction sisterhood of dune,1.2765000000000002
6965,the troupe,robertjacksonbennett fantasy horror the troupe,1.5390000000000001
6966,shadow sight,e.j.stevens fantasy fantasy shadow sight,1.187
6967,a sliver of shadow,allisonpang fantasy fantasy a sliver of shadow,1.413
6968,range of ghosts,elizabethbear fantasy fiction range of ghosts,1.2605
6969,intruder,c.j.cherryh sciencefiction fiction intruder,1.7495
6970,bungalow nights,christieridgway romance romance bungalow nights,1.4605000000000001
6971,act like you love me,cindimadsen romance contemporary act like you love me,1.308
6972,the newcomer,robyncarr romance romance the newcomer,1.7040000000000002
6973,a very merry hockey holiday,tonialeo sportsandgames romance a very merry hockey holiday,1.847
6974,the minority council,kategriffin fantasy fantasy the minority council,1.691
6975,breakaway,lindsaypaige sportsandgames newadult breakaway,1.424
6976,expedition to the mountains of the moon,markhodder sciencefiction sciencefiction expedition to the mountains of the moon,1.319
6977,seawitch,katrichardson fantasy fantasy seawitch,1.4144999999999999
6978,chances are,christyreece romance suspense chances are,1.8344999999999998
6979,the enforcer,nikkiworrell sportsandgames romance the enforcer,1.359
6980,stay,sarinabowen romance sportsandgames stay,1.7639999999999998
6981,reflection point,emilymarch romance romance reflection point,1.814
6982,hip check,deirdremartin romance sportsandgames hip check,1.3849999999999998
6983,summer in napa,marinaadair romance contemporary summer in napa,1.6115
6984,arctic rising,tobiass.buckell sciencefiction fiction arctic rising,0.9745
6985,triggers,robertj.sawyer sciencefiction fiction triggers,1.2515
6986,shadow's master,jonsprunk fantasy fantasy shadow's master,1.201
6987,double major,catherinegayle sportsandgames sports double major,1.7614999999999998
6988,lover undercover,samanthebeck romance romance lover undercover,1.4625
6989,the serpent sea,marthawells fantasy fiction the serpent sea,1.7185
6990,faking it,coracarmack newadult romance faking it,1.4580000000000002
6991,a rising thunder,davidweber sciencefiction space a rising thunder,1.7015000000000002
6992,evil dark,justingustainis fantasy fantasy evil dark,1.2535
6993,bound,brendarothert romance sportsandgames bound,1.5735000000000001
6994,magic without mercy,devonmonk fantasy fantasy magic without mercy,1.6595
6995,kissing the maid of honor,robinbielman romance contemporary kissing the maid of honor,1.3625
6996,2312,kimstanleyrobinson sciencefiction fiction 2312,1.0895000000000001
6997,chasing magic,staciakane fantasy fantasy chasing magic,1.674
6998,read between the lines,joknowles youngadult realisticfiction read between the lines,1.3125
6999,the traitor queen,trudicanavan fantasy fantasy the traitor queen,1.587
7000,a waltz for matilda,jackiefrench historical youngadult a waltz for matilda,1.807
7001,one man advantage,kellyjamieson sportsandgames romance one man advantage,1.463
7002,glamour in glass,maryrobinettekowal fantasy historical glamour in glass,1.3784999999999998
7003,the bride wore black leather,simonr.green fantasy fantasy the bride wore black leather,1.6604999999999999
7004,sex and the single fireman,jenniferbernard romance contemporary sex and the single fireman,1.7065
7005,delayed penalty,sheystahl newadult sportsandgames delayed penalty,1.543
7006,the inexplicables,cheriepriest sciencefiction fantasy the inexplicables,1.2275
7007,the war that saved my life,kimberlybrubakerbradley historical childrens the war that saved my life,2.1245
7008,blue-blooded vamp,jayewells fantasy paranormal blue-blooded vamp,1.601
7009,the accident season,moïrafowley-doyle youngadult fantasy the accident season,1.085
7010,the fractal prince,hannurajaniemi sciencefiction fiction the fractal prince,1.558
7011,paladin of souls,loismcmasterbujold fantasy fiction paladin of souls,1.765
7012,the shadowed sun,n.k.jemisin fantasy fiction the shadowed sun,1.8235
7013,cold steel,kateelliott fantasy sciencefiction cold steel,1.4605000000000001
7014,"rad american women a-z: rebels, trailblazers, and visionaries who shaped our history . . . and our future!","kateschatz nonfiction feminism rad american women a-z: rebels, trailblazers, and visionaries who shaped our history . . . and our future!",2.065
7015,a negotiated marriage,noelleadams romance contemporary a negotiated marriage,1.3115
7016,offside,julianastone romance sportsandgames offside,1.4735
7017,even white trash zombies get the blues,dianarowland horror fantasy even white trash zombies get the blues,1.6055
7018,infinite in between,carolynmackler youngadult contemporary infinite in between,1.18
7019,er ist wieder da,timurvermes fiction humor er ist wieder da,0.8915
7020,suicide notes from beautiful girls,lynnweingarten youngadult mystery suicide notes from beautiful girls,0.974
7021,from potter's field: scarpetta 6,patriciacornwell mystery fiction from potter's field: scarpetta 6,1.5350000000000001
7022,raven cursed,faithhunter fantasy fantasy raven cursed,1.8005
7023,the iron wyrm affair,lilithsaintcrow sciencefiction fantasy the iron wyrm affair,1.1244999999999998
7024,when summer comes,brendanovak romance romance when summer comes,1.7029999999999998
7025,the twelve,justincronin horror fiction the twelve,1.604
7026,discount armageddon,seananmcguire fantasy fantasy discount armageddon,1.488
7027,the king's blood,danielabraham fantasy fantasy the king's blood,1.649
7028,two of a kind,susanmallery romance romance two of a kind,1.669
7029,the vig,johnlescroart mystery fiction the vig,1.375
7030,eyes wide open,rainemiller romance adultfiction eyes wide open,1.714
7031,"lumberjanes, vol. 2:  friendship to the max","noellestevenson sequentialart sequentialart lumberjanes, vol. 2:  friendship to the max",1.7505000000000002
7032,the zombie room,r.d.ronald thriller mystery the zombie room,1.084
7033,blackout,miragrant horror horror blackout,1.6019999999999999
7034,hot ticket,oliviacunning romance adultfiction hot ticket,1.7995
7035,a history of glitter and blood,hannahmoskowitz fantasy youngadult a history of glitter and blood,1.098
7036,mangled hearts,feliciatatum romance newadult mangled hearts,1.3855
7037,the trouble with valentine's day,rachelgibson romance romance the trouble with valentine's day,1.475
7038,honor girl: a graphic memoir,maggiethrash sequentialart youngadult honor girl: a graphic memoir,1.2875
